result,graph,config,type,operation,method,generator
0.00323678,sf05,1,edge,addition,adjmat,Scale Free
0.002699387,sf06,1,edge,addition,adjmat,Scale Free
0.002831351,sf06,1,edge,addition,adjmat,Scale Free
0.002662399,sf06,1,edge,addition,adjmat,Scale Free
0.00305109,sf06,1,edge,addition,adjmat,Scale Free
0.003237285,sf06,1,edge,addition,adjmat,Scale Free
0.002770373,sf07,2,edge,addition,adjmat,Scale Free
0.003262235,sf07,2,edge,addition,adjmat,Scale Free
0.003176461,sf07,2,edge,addition,adjmat,Scale Free
0.002995062,sf07,2,edge,addition,adjmat,Scale Free
0.002510706,sf07,2,edge,addition,adjmat,Scale Free
0.002721402,sf08,2,edge,addition,adjmat,Scale Free
0.00252,sf08,2,edge,addition,adjmat,Scale Free
0.002858277,sf08,2,edge,addition,adjmat,Scale Free
0.003027944,sf08,2,edge,addition,adjmat,Scale Free
0.003421849,sf08,2,edge,addition,adjmat,Scale Free
0.003031967,sf09,2,edge,addition,adjmat,Scale Free
0.002631968,sf09,2,edge,addition,adjmat,Scale Free
0.002488115,sf09,2,edge,addition,adjmat,Scale Free
0.002401686,sf09,2,edge,addition,adjmat,Scale Free
0.002527268,sf09,2,edge,addition,adjmat,Scale Free
0.003514575,sf10,3,edge,addition,adjmat,Scale Free
0.003518766,sf10,3,edge,addition,adjmat,Scale Free
0.003741229,sf10,3,edge,addition,adjmat,Scale Free
0.003520943,sf10,3,edge,addition,adjmat,Scale Free
0.003482189,sf10,3,edge,addition,adjmat,Scale Free
0.003648793,sf11,3,edge,addition,adjmat,Scale Free
0.003531768,sf11,3,edge,addition,adjmat,Scale Free
0.003527898,sf11,3,edge,addition,adjmat,Scale Free
0.003521474,sf11,3,edge,addition,adjmat,Scale Free
0.003465213,sf11,3,edge,addition,adjmat,Scale Free
0.003500555,sf12,3,edge,addition,adjmat,Scale Free
0.003507029,sf12,3,edge,addition,adjmat,Scale Free
0.003680655,sf12,3,edge,addition,adjmat,Scale Free
0.003608418,sf12,3,edge,addition,adjmat,Scale Free
0.003522119,sf12,3,edge,addition,adjmat,Scale Free
0.004676085,sf13,4,edge,addition,adjmat,Scale Free
0.004458517,sf13,4,edge,addition,adjmat,Scale Free
0.00468823,sf13,4,edge,addition,adjmat,Scale Free
0.00350826,sf13,4,edge,addition,adjmat,Scale Free
0.003849701,sf13,4,edge,addition,adjmat,Scale Free
0.00362146,sf14,4,edge,addition,adjmat,Scale Free
0.004458367,sf14,4,edge,addition,adjmat,Scale Free
0.004593036,sf14,4,edge,addition,adjmat,Scale Free
0.00434475,sf14,4,edge,addition,adjmat,Scale Free
0.004768303,sf14,4,edge,addition,adjmat,Scale Free
0.004324058,sf15,4,edge,addition,adjmat,Scale Free
0.005641657,sf15,4,edge,addition,adjmat,Scale Free
0.003864213,sf15,4,edge,addition,adjmat,Scale Free
0.004322863,sf15,4,edge,addition,adjmat,Scale Free
0.004768414,sf15,4,edge,addition,adjmat,Scale Free
0.004565752,sf16,5,edge,addition,adjmat,Scale Free
0.004331949,sf16,5,edge,addition,adjmat,Scale Free
0.004142081,sf16,5,edge,addition,adjmat,Scale Free
0.00477083,sf16,5,edge,addition,adjmat,Scale Free
0.004427667,sf16,5,edge,addition,adjmat,Scale Free
0.004286336,sf17,5,edge,addition,adjmat,Scale Free
0.004265465,sf17,5,edge,addition,adjmat,Scale Free
0.004776005,sf17,5,edge,addition,adjmat,Scale Free
0.00427181,sf17,5,edge,addition,adjmat,Scale Free
0.004462558,sf17,5,edge,addition,adjmat,Scale Free
0.004339514,sf18,5,edge,addition,adjmat,Scale Free
0.004299229,sf18,5,edge,addition,adjmat,Scale Free
0.004735802,sf18,5,edge,addition,adjmat,Scale Free
0.004500701,sf18,5,edge,addition,adjmat,Scale Free
0.004491497,sf18,5,edge,addition,adjmat,Scale Free
0.005052309,sf19,6,edge,addition,adjmat,Scale Free
0.005015345,sf19,6,edge,addition,adjmat,Scale Free
0.005014635,sf19,6,edge,addition,adjmat,Scale Free
0.004856061,sf19,6,edge,addition,adjmat,Scale Free
0.005586544,sf19,6,edge,addition,adjmat,Scale Free
0.004992894,sf20,6,edge,addition,adjmat,Scale Free
0.004799066,sf20,6,edge,addition,adjmat,Scale Free
0.004789677,sf20,6,edge,addition,adjmat,Scale Free
0.00504667,sf20,6,edge,addition,adjmat,Scale Free
0.005572987,sf20,6,edge,addition,adjmat,Scale Free
0.004905078,sf21,6,edge,addition,adjmat,Scale Free
0.004916633,sf21,6,edge,addition,adjmat,Scale Free
0.004926957,sf21,6,edge,addition,adjmat,Scale Free
0.004832866,sf21,6,edge,addition,adjmat,Scale Free
0.005601571,sf21,6,edge,addition,adjmat,Scale Free
0.005461851,sf22,7,edge,addition,adjmat,Scale Free
0.005896096,sf22,7,edge,addition,adjmat,Scale Free
0.004874346,sf22,7,edge,addition,adjmat,Scale Free
0.005583937,sf22,7,edge,addition,adjmat,Scale Free
0.005584315,sf22,7,edge,addition,adjmat,Scale Free
0.007453467,sf23,7,edge,addition,adjmat,Scale Free
0.005075256,sf23,7,edge,addition,adjmat,Scale Free
0.004833851,sf23,7,edge,addition,adjmat,Scale Free
0.005529419,sf23,7,edge,addition,adjmat,Scale Free
0.00573465,sf23,7,edge,addition,adjmat,Scale Free
0.004803136,sf24,7,edge,addition,adjmat,Scale Free
0.00471844,sf24,7,edge,addition,adjmat,Scale Free
0.004744415,sf24,7,edge,addition,adjmat,Scale Free
0.005620373,sf24,7,edge,addition,adjmat,Scale Free
0.004802958,sf24,7,edge,addition,adjmat,Scale Free
0.005337673,sf25,8,edge,addition,adjmat,Scale Free
0.005838849,sf25,8,edge,addition,adjmat,Scale Free
0.005124032,sf25,8,edge,addition,adjmat,Scale Free
0.005576589,sf25,8,edge,addition,adjmat,Scale Free
0.005876676,sf25,8,edge,addition,adjmat,Scale Free
0.006581657,sf26,8,edge,addition,adjmat,Scale Free
0.006272333,sf26,8,edge,addition,adjmat,Scale Free
0.006201597,sf26,8,edge,addition,adjmat,Scale Free
0.005768063,sf26,8,edge,addition,adjmat,Scale Free
0.006427542,sf26,8,edge,addition,adjmat,Scale Free
0.005713442,sf27,8,edge,addition,adjmat,Scale Free
0.007122,sf27,8,edge,addition,adjmat,Scale Free
0.006152483,sf27,8,edge,addition,adjmat,Scale Free
0.005792973,sf27,8,edge,addition,adjmat,Scale Free
0.004992359,sf27,8,edge,addition,adjmat,Scale Free
0.111863849,sf01,0,edge,addition,incmat,Scale Free
0.104361398,sf01,0,edge,addition,incmat,Scale Free
0.102070871,sf01,0,edge,addition,incmat,Scale Free
0.101626124,sf01,0,edge,addition,incmat,Scale Free
0.104872242,sf01,0,edge,addition,incmat,Scale Free
0.110362445,sf02,0,edge,addition,incmat,Scale Free
0.107214647,sf02,0,edge,addition,incmat,Scale Free
0.102033349,sf02,0,edge,addition,incmat,Scale Free
0.105864987,sf02,0,edge,addition,incmat,Scale Free
0.10802526,sf02,0,edge,addition,incmat,Scale Free
0.101702463,sf03,0,edge,addition,incmat,Scale Free
0.105576217,sf03,0,edge,addition,incmat,Scale Free
0.106825173,sf03,0,edge,addition,incmat,Scale Free
0.102604888,sf03,0,edge,addition,incmat,Scale Free
0.104651726,sf03,0,edge,addition,incmat,Scale Free
0.101942165,sf04,1,edge,addition,incmat,Scale Free
0.104023806,sf04,1,edge,addition,incmat,Scale Free
0.10029106,sf04,1,edge,addition,incmat,Scale Free
0.106008702,sf04,1,edge,addition,incmat,Scale Free
0.102251385,sf04,1,edge,addition,incmat,Scale Free
0.098398545,sf05,1,edge,addition,incmat,Scale Free
0.102379599,sf05,1,edge,addition,incmat,Scale Free
0.105031842,sf05,1,edge,addition,incmat,Scale Free
0.103060641,sf05,1,edge,addition,incmat,Scale Free
0.102554776,sf05,1,edge,addition,incmat,Scale Free
0.100630909,sf06,1,edge,addition,incmat,Scale Free
0.100265376,sf06,1,edge,addition,incmat,Scale Free
0.104238036,sf06,1,edge,addition,incmat,Scale Free
0.102349383,sf06,1,edge,addition,incmat,Scale Free
0.101285987,sf06,1,edge,addition,incmat,Scale Free
0.105159848,sf07,2,edge,addition,incmat,Scale Free
0.100782618,sf07,2,edge,addition,incmat,Scale Free
0.104513015,sf07,2,edge,addition,incmat,Scale Free
0.108529516,sf07,2,edge,addition,incmat,Scale Free
0.112156845,sf07,2,edge,addition,incmat,Scale Free
0.11140208,sf08,2,edge,addition,incmat,Scale Free
0.106591271,sf08,2,edge,addition,incmat,Scale Free
0.105030713,sf08,2,edge,addition,incmat,Scale Free
0.103785629,sf08,2,edge,addition,incmat,Scale Free
0.115044425,sf08,2,edge,addition,incmat,Scale Free
0.115353707,sf09,2,edge,addition,incmat,Scale Free
0.107774284,sf09,2,edge,addition,incmat,Scale Free
0.103859806,sf09,2,edge,addition,incmat,Scale Free
0.105145907,sf09,2,edge,addition,incmat,Scale Free
0.103903013,sf09,2,edge,addition,incmat,Scale Free
1.332494769,sf10,3,edge,addition,incmat,Scale Free
1.324655084,sf10,3,edge,addition,incmat,Scale Free
1.323319286,sf10,3,edge,addition,incmat,Scale Free
1.326547813,sf10,3,edge,addition,incmat,Scale Free
1.304869282,sf10,3,edge,addition,incmat,Scale Free
1.327473994,sf11,3,edge,addition,incmat,Scale Free
1.32944453,sf11,3,edge,addition,incmat,Scale Free
1.301446691,sf11,3,edge,addition,incmat,Scale Free
1.361138331,sf11,3,edge,addition,incmat,Scale Free
1.346232218,sf11,3,edge,addition,incmat,Scale Free
1.341114043,sf12,3,edge,addition,incmat,Scale Free
1.331498782,sf12,3,edge,addition,incmat,Scale Free
1.305152878,sf12,3,edge,addition,incmat,Scale Free
1.300571699,sf12,3,edge,addition,incmat,Scale Free
1.341958601,sf12,3,edge,addition,incmat,Scale Free
1.472400536,sf13,4,edge,addition,incmat,Scale Free
1.471887368,sf13,4,edge,addition,incmat,Scale Free
1.450678757,sf13,4,edge,addition,incmat,Scale Free
1.439142182,sf13,4,edge,addition,incmat,Scale Free
1.467804441,sf13,4,edge,addition,incmat,Scale Free
1.449611846,sf14,4,edge,addition,incmat,Scale Free
1.454828113,sf14,4,edge,addition,incmat,Scale Free
1.470451745,sf14,4,edge,addition,incmat,Scale Free
1.437140232,sf14,4,edge,addition,incmat,Scale Free
1.464407732,sf14,4,edge,addition,incmat,Scale Free
1.447994054,sf15,4,edge,addition,incmat,Scale Free
1.694098747,sf15,4,edge,addition,incmat,Scale Free
1.445494088,sf15,4,edge,addition,incmat,Scale Free
1.477282984,sf15,4,edge,addition,incmat,Scale Free
1.478164153,sf15,4,edge,addition,incmat,Scale Free
2.512677419,sf16,5,edge,addition,incmat,Scale Free
2.471795602,sf16,5,edge,addition,incmat,Scale Free
2.450059484,sf16,5,edge,addition,incmat,Scale Free
2.607634198,sf16,5,edge,addition,incmat,Scale Free
2.52822884,sf16,5,edge,addition,incmat,Scale Free
2.438857019,sf17,5,edge,addition,incmat,Scale Free
2.432042029,sf17,5,edge,addition,incmat,Scale Free
2.416501525,sf17,5,edge,addition,incmat,Scale Free
2.436655099,sf17,5,edge,addition,incmat,Scale Free
2.465160132,sf17,5,edge,addition,incmat,Scale Free
2.465758677,sf18,5,edge,addition,incmat,Scale Free
2.422860806,sf18,5,edge,addition,incmat,Scale Free
2.454726742,sf18,5,edge,addition,incmat,Scale Free
2.42566354,sf18,5,edge,addition,incmat,Scale Free
2.465426159,sf18,5,edge,addition,incmat,Scale Free
2.607798632,sf19,6,edge,addition,incmat,Scale Free
2.637164314,sf19,6,edge,addition,incmat,Scale Free
2.562329334,sf19,6,edge,addition,incmat,Scale Free
2.610958869,sf19,6,edge,addition,incmat,Scale Free
2.606985595,sf19,6,edge,addition,incmat,Scale Free
2.575810589,sf20,6,edge,addition,incmat,Scale Free
2.572201795,sf20,6,edge,addition,incmat,Scale Free
2.613190262,sf20,6,edge,addition,incmat,Scale Free
2.55831294,sf20,6,edge,addition,incmat,Scale Free
2.558062157,sf20,6,edge,addition,incmat,Scale Free
2.566812402,sf21,6,edge,addition,incmat,Scale Free
2.601847114,sf21,6,edge,addition,incmat,Scale Free
2.663831466,sf21,6,edge,addition,incmat,Scale Free
2.600479214,sf21,6,edge,addition,incmat,Scale Free
2.625262083,sf21,6,edge,addition,incmat,Scale Free
3.984621038,sf22,7,edge,addition,incmat,Scale Free
4.124854825,sf22,7,edge,addition,incmat,Scale Free
4.0327616,sf22,7,edge,addition,incmat,Scale Free
4.049914601,sf22,7,edge,addition,incmat,Scale Free
4.091483771,sf22,7,edge,addition,incmat,Scale Free
4.170453913,sf23,7,edge,addition,incmat,Scale Free
3.927570906,sf23,7,edge,addition,incmat,Scale Free
4.077187553,sf23,7,edge,addition,incmat,Scale Free
4.058006616,sf23,7,edge,addition,incmat,Scale Free
4.131680085,sf23,7,edge,addition,incmat,Scale Free
4.00412689,sf24,7,edge,addition,incmat,Scale Free
4.038910992,sf24,7,edge,addition,incmat,Scale Free
4.11695696,sf24,7,edge,addition,incmat,Scale Free
4.13939521,sf24,7,edge,addition,incmat,Scale Free
4.071705271,sf24,7,edge,addition,incmat,Scale Free
6.307350772,sf25,8,edge,addition,incmat,Scale Free
6.36475962,sf25,8,edge,addition,incmat,Scale Free
7.101656994,sf25,8,edge,addition,incmat,Scale Free
8.736510696,sf25,8,edge,addition,incmat,Scale Free
6.763220751,sf25,8,edge,addition,incmat,Scale Free
6.395341754,sf26,8,edge,addition,incmat,Scale Free
6.653457247,sf26,8,edge,addition,incmat,Scale Free
7.273923708,sf26,8,edge,addition,incmat,Scale Free
6.801579352,sf26,8,edge,addition,incmat,Scale Free
6.919835192,sf26,8,edge,addition,incmat,Scale Free
6.741937358,sf27,8,edge,addition,incmat,Scale Free
7.143932538,sf27,8,edge,addition,incmat,Scale Free
6.69266713,sf27,8,edge,addition,incmat,Scale Free
6.404308087,sf27,8,edge,addition,incmat,Scale Free
6.712477221,sf27,8,edge,addition,incmat,Scale Free
2.23E-04,er01,0,edge,deletion,adjlist,Erdos Renyi 
2.16E-04,er01,0,edge,deletion,adjlist,Erdos Renyi 
2.14E-04,er01,0,edge,deletion,adjlist,Erdos Renyi 
2.12E-04,er01,0,edge,deletion,adjlist,Erdos Renyi 
6.07E-04,er01,0,edge,deletion,adjlist,Erdos Renyi 
2.41E-04,er02,0,edge,deletion,adjlist,Erdos Renyi 
2.49E-04,er02,0,edge,deletion,adjlist,Erdos Renyi 
2.19E-04,er02,0,edge,deletion,adjlist,Erdos Renyi 
2.30E-04,er02,0,edge,deletion,adjlist,Erdos Renyi 
2.40E-04,er02,0,edge,deletion,adjlist,Erdos Renyi 
2.46E-04,er03,0,edge,deletion,adjlist,Erdos Renyi 
2.77E-04,er03,0,edge,deletion,adjlist,Erdos Renyi 
2.29E-04,er03,0,edge,deletion,adjlist,Erdos Renyi 
2.39E-04,er03,0,edge,deletion,adjlist,Erdos Renyi 
2.42E-04,er03,0,edge,deletion,adjlist,Erdos Renyi 
3.58E-04,er04,1,edge,deletion,adjlist,Erdos Renyi 
3.64E-04,er04,1,edge,deletion,adjlist,Erdos Renyi 
3.83E-04,er04,1,edge,deletion,adjlist,Erdos Renyi 
3.63E-04,er04,1,edge,deletion,adjlist,Erdos Renyi 
4.73E-04,er04,1,edge,deletion,adjlist,Erdos Renyi 
3.49E-04,er05,1,edge,deletion,adjlist,Erdos Renyi 
3.74E-04,er05,1,edge,deletion,adjlist,Erdos Renyi 
3.77E-04,er05,1,edge,deletion,adjlist,Erdos Renyi 
3.68E-04,er05,1,edge,deletion,adjlist,Erdos Renyi 
4.08E-04,er05,1,edge,deletion,adjlist,Erdos Renyi 
3.90E-04,er06,1,edge,deletion,adjlist,Erdos Renyi 
3.50E-04,er06,1,edge,deletion,adjlist,Erdos Renyi 
3.53E-04,er06,1,edge,deletion,adjlist,Erdos Renyi 
3.68E-04,er06,1,edge,deletion,adjlist,Erdos Renyi 
4.37E-04,er06,1,edge,deletion,adjlist,Erdos Renyi 
4.17E-04,er07,2,edge,deletion,adjlist,Erdos Renyi 
4.06E-04,er07,2,edge,deletion,adjlist,Erdos Renyi 
4.22E-04,er07,2,edge,deletion,adjlist,Erdos Renyi 
4.62E-04,er07,2,edge,deletion,adjlist,Erdos Renyi 
9.23E-04,er07,2,edge,deletion,adjlist,Erdos Renyi 
4.76E-04,er08,2,edge,deletion,adjlist,Erdos Renyi 
4.57E-04,er08,2,edge,deletion,adjlist,Erdos Renyi 
4.46E-04,er08,2,edge,deletion,adjlist,Erdos Renyi 
5.06E-04,er08,2,edge,deletion,adjlist,Erdos Renyi 
4.36E-04,er08,2,edge,deletion,adjlist,Erdos Renyi 
4.43E-04,er09,2,edge,deletion,adjlist,Erdos Renyi 
4.57E-04,er09,2,edge,deletion,adjlist,Erdos Renyi 
4.05E-04,er09,2,edge,deletion,adjlist,Erdos Renyi 
4.04E-04,er09,2,edge,deletion,adjlist,Erdos Renyi 
4.47E-04,er09,2,edge,deletion,adjlist,Erdos Renyi 
2.88E-04,er10,3,edge,deletion,adjlist,Erdos Renyi 
0.001408701,er10,3,edge,deletion,adjlist,Erdos Renyi 
2.76E-04,er10,3,edge,deletion,adjlist,Erdos Renyi 
2.78E-04,er10,3,edge,deletion,adjlist,Erdos Renyi 
2.87E-04,er10,3,edge,deletion,adjlist,Erdos Renyi 
3.29E-04,er11,3,edge,deletion,adjlist,Erdos Renyi 
2.62E-04,er11,3,edge,deletion,adjlist,Erdos Renyi 
2.88E-04,er11,3,edge,deletion,adjlist,Erdos Renyi 
2.66E-04,er11,3,edge,deletion,adjlist,Erdos Renyi 
2.85E-04,er11,3,edge,deletion,adjlist,Erdos Renyi 
2.72E-04,er12,3,edge,deletion,adjlist,Erdos Renyi 
3.46E-04,er12,3,edge,deletion,adjlist,Erdos Renyi 
2.82E-04,er12,3,edge,deletion,adjlist,Erdos Renyi 
3.24E-04,er12,3,edge,deletion,adjlist,Erdos Renyi 
4.15E-04,er12,3,edge,deletion,adjlist,Erdos Renyi 
5.16E-04,er13,4,edge,deletion,adjlist,Erdos Renyi 
4.83E-04,er13,4,edge,deletion,adjlist,Erdos Renyi 
4.39E-04,er13,4,edge,deletion,adjlist,Erdos Renyi 
4.69E-04,er13,4,edge,deletion,adjlist,Erdos Renyi 
0.002633988,er13,4,edge,deletion,adjlist,Erdos Renyi 
4.80E-04,er14,4,edge,deletion,adjlist,Erdos Renyi 
4.61E-04,er14,4,edge,deletion,adjlist,Erdos Renyi 
4.93E-04,er14,4,edge,deletion,adjlist,Erdos Renyi 
5.43E-04,er14,4,edge,deletion,adjlist,Erdos Renyi 
7.73E-04,er14,4,edge,deletion,adjlist,Erdos Renyi 
5.16E-04,er15,4,edge,deletion,adjlist,Erdos Renyi 
4.89E-04,er15,4,edge,deletion,adjlist,Erdos Renyi 
5.38E-04,er15,4,edge,deletion,adjlist,Erdos Renyi 
4.63E-04,er15,4,edge,deletion,adjlist,Erdos Renyi 
7.04E-04,er15,4,edge,deletion,adjlist,Erdos Renyi 
6.61E-04,er16,5,edge,deletion,adjlist,Erdos Renyi 
6.23E-04,er16,5,edge,deletion,adjlist,Erdos Renyi 
6.74E-04,er16,5,edge,deletion,adjlist,Erdos Renyi 
9.60E-04,er16,5,edge,deletion,adjlist,Erdos Renyi 
7.66E-04,er16,5,edge,deletion,adjlist,Erdos Renyi 
6.01E-04,er17,5,edge,deletion,adjlist,Erdos Renyi 
6.33E-04,er17,5,edge,deletion,adjlist,Erdos Renyi 
6.63E-04,er17,5,edge,deletion,adjlist,Erdos Renyi 
6.06E-04,er17,5,edge,deletion,adjlist,Erdos Renyi 
7.98E-04,er17,5,edge,deletion,adjlist,Erdos Renyi 
6.62E-04,er18,5,edge,deletion,adjlist,Erdos Renyi 
5.87E-04,er18,5,edge,deletion,adjlist,Erdos Renyi 
7.52E-04,er18,5,edge,deletion,adjlist,Erdos Renyi 
8.64E-04,er18,5,edge,deletion,adjlist,Erdos Renyi 
6.84E-04,er18,5,edge,deletion,adjlist,Erdos Renyi 
2.71E-04,er19,6,edge,deletion,adjlist,Erdos Renyi 
4.54E-04,er19,6,edge,deletion,adjlist,Erdos Renyi 
2.69E-04,er19,6,edge,deletion,adjlist,Erdos Renyi 
2.28E-04,er19,6,edge,deletion,adjlist,Erdos Renyi 
2.75E-04,er19,6,edge,deletion,adjlist,Erdos Renyi 
2.54E-04,er20,6,edge,deletion,adjlist,Erdos Renyi 
2.75E-04,er20,6,edge,deletion,adjlist,Erdos Renyi 
2.70E-04,er20,6,edge,deletion,adjlist,Erdos Renyi 
2.50E-04,er20,6,edge,deletion,adjlist,Erdos Renyi 
2.51E-04,er20,6,edge,deletion,adjlist,Erdos Renyi 
2.40E-04,er21,6,edge,deletion,adjlist,Erdos Renyi 
2.41E-04,er21,6,edge,deletion,adjlist,Erdos Renyi 
2.75E-04,er21,6,edge,deletion,adjlist,Erdos Renyi 
2.55E-04,er21,6,edge,deletion,adjlist,Erdos Renyi 
2.41E-04,er21,6,edge,deletion,adjlist,Erdos Renyi 
4.05E-04,er22,7,edge,deletion,adjlist,Erdos Renyi 
4.09E-04,er22,7,edge,deletion,adjlist,Erdos Renyi 
3.85E-04,er22,7,edge,deletion,adjlist,Erdos Renyi 
3.50E-04,er22,7,edge,deletion,adjlist,Erdos Renyi 
4.50E-04,er22,7,edge,deletion,adjlist,Erdos Renyi 
4.49E-04,er23,7,edge,deletion,adjlist,Erdos Renyi 
3.98E-04,er23,7,edge,deletion,adjlist,Erdos Renyi 
4.33E-04,er23,7,edge,deletion,adjlist,Erdos Renyi 
4.47E-04,er23,7,edge,deletion,adjlist,Erdos Renyi 
4.13E-04,er23,7,edge,deletion,adjlist,Erdos Renyi 
4.21E-04,er24,7,edge,deletion,adjlist,Erdos Renyi 
3.76E-04,er24,7,edge,deletion,adjlist,Erdos Renyi 
4.25E-04,er24,7,edge,deletion,adjlist,Erdos Renyi 
4.39E-04,er24,7,edge,deletion,adjlist,Erdos Renyi 
3.82E-04,er24,7,edge,deletion,adjlist,Erdos Renyi 
5.80E-04,er25,8,edge,deletion,adjlist,Erdos Renyi 
5.41E-04,er25,8,edge,deletion,adjlist,Erdos Renyi 
5.58E-04,er25,8,edge,deletion,adjlist,Erdos Renyi 
5.60E-04,er25,8,edge,deletion,adjlist,Erdos Renyi 
5.91E-04,er25,8,edge,deletion,adjlist,Erdos Renyi 
5.33E-04,er26,8,edge,deletion,adjlist,Erdos Renyi 
5.12E-04,er26,8,edge,deletion,adjlist,Erdos Renyi 
4.86E-04,er26,8,edge,deletion,adjlist,Erdos Renyi 
5.42E-04,er26,8,edge,deletion,adjlist,Erdos Renyi 
4.85E-04,er26,8,edge,deletion,adjlist,Erdos Renyi 
5.26E-04,er27,8,edge,deletion,adjlist,Erdos Renyi 
5.24E-04,er27,8,edge,deletion,adjlist,Erdos Renyi 
5.48E-04,er27,8,edge,deletion,adjlist,Erdos Renyi 
6.30E-04,er27,8,edge,deletion,adjlist,Erdos Renyi 
4.85E-04,er27,8,edge,deletion,adjlist,Erdos Renyi 
8.82E-05,er01,0,edge,deletion,adjmat,Erdos Renyi 
8.53E-05,er01,0,edge,deletion,adjmat,Erdos Renyi 
8.63E-05,er01,0,edge,deletion,adjmat,Erdos Renyi 
8.85E-05,er01,0,edge,deletion,adjmat,Erdos Renyi 
8.64E-05,er01,0,edge,deletion,adjmat,Erdos Renyi 
1.03E-04,er02,0,edge,deletion,adjmat,Erdos Renyi 
8.81E-05,er02,0,edge,deletion,adjmat,Erdos Renyi 
1.14E-04,er02,0,edge,deletion,adjmat,Erdos Renyi 
9.42E-05,er02,0,edge,deletion,adjmat,Erdos Renyi 
8.96E-05,er02,0,edge,deletion,adjmat,Erdos Renyi 
1.12E-04,er03,0,edge,deletion,adjmat,Erdos Renyi 
9.01E-05,er03,0,edge,deletion,adjmat,Erdos Renyi 
3.76E-04,er03,0,edge,deletion,adjmat,Erdos Renyi 
9.51E-05,er03,0,edge,deletion,adjmat,Erdos Renyi 
9.12E-05,er03,0,edge,deletion,adjmat,Erdos Renyi 
1.06E-04,er04,1,edge,deletion,adjmat,Erdos Renyi 
9.86E-05,er04,1,edge,deletion,adjmat,Erdos Renyi 
8.87E-05,er04,1,edge,deletion,adjmat,Erdos Renyi 
8.79E-05,er04,1,edge,deletion,adjmat,Erdos Renyi 
1.04E-04,er04,1,edge,deletion,adjmat,Erdos Renyi 
9.15E-05,er05,1,edge,deletion,adjmat,Erdos Renyi 
1.00E-04,er05,1,edge,deletion,adjmat,Erdos Renyi 
9.07E-05,er05,1,edge,deletion,adjmat,Erdos Renyi 
9.64E-05,er05,1,edge,deletion,adjmat,Erdos Renyi 
1.15E-04,er05,1,edge,deletion,adjmat,Erdos Renyi 
9.07E-05,er06,1,edge,deletion,adjmat,Erdos Renyi 
9.16E-05,er06,1,edge,deletion,adjmat,Erdos Renyi 
8.77E-05,er06,1,edge,deletion,adjmat,Erdos Renyi 
9.02E-05,er06,1,edge,deletion,adjmat,Erdos Renyi 
9.91E-05,er06,1,edge,deletion,adjmat,Erdos Renyi 
1.53E-04,er07,2,edge,deletion,adjmat,Erdos Renyi 
1.45E-04,er07,2,edge,deletion,adjmat,Erdos Renyi 
1.49E-04,er07,2,edge,deletion,adjmat,Erdos Renyi 
1.46E-04,er07,2,edge,deletion,adjmat,Erdos Renyi 
1.66E-04,er07,2,edge,deletion,adjmat,Erdos Renyi 
1.69E-04,er08,2,edge,deletion,adjmat,Erdos Renyi 
1.49E-04,er08,2,edge,deletion,adjmat,Erdos Renyi 
1.65E-04,er08,2,edge,deletion,adjmat,Erdos Renyi 
2.18E-04,er08,2,edge,deletion,adjmat,Erdos Renyi 
1.48E-04,er08,2,edge,deletion,adjmat,Erdos Renyi 
1.52E-04,er09,2,edge,deletion,adjmat,Erdos Renyi 
1.63E-04,er09,2,edge,deletion,adjmat,Erdos Renyi 
1.67E-04,er09,2,edge,deletion,adjmat,Erdos Renyi 
1.68E-04,er09,2,edge,deletion,adjmat,Erdos Renyi 
1.40E-04,er09,2,edge,deletion,adjmat,Erdos Renyi 
2.81E-04,er10,3,edge,deletion,adjmat,Erdos Renyi 
7.91E-04,er10,3,edge,deletion,adjmat,Erdos Renyi 
3.51E-04,er10,3,edge,deletion,adjmat,Erdos Renyi 
3.30E-04,er10,3,edge,deletion,adjmat,Erdos Renyi 
7.13E-04,er10,3,edge,deletion,adjmat,Erdos Renyi 
4.50E-04,er11,3,edge,deletion,adjmat,Erdos Renyi 
3.65E-04,er11,3,edge,deletion,adjmat,Erdos Renyi 
7.28E-04,er11,3,edge,deletion,adjmat,Erdos Renyi 
3.49E-04,er11,3,edge,deletion,adjmat,Erdos Renyi 
6.85E-04,er11,3,edge,deletion,adjmat,Erdos Renyi 
8.97E-04,er12,3,edge,deletion,adjmat,Erdos Renyi 
6.97E-04,er12,3,edge,deletion,adjmat,Erdos Renyi 
6.91E-04,er12,3,edge,deletion,adjmat,Erdos Renyi 
3.28E-04,er12,3,edge,deletion,adjmat,Erdos Renyi 
4.31E-04,er12,3,edge,deletion,adjmat,Erdos Renyi 
3.84E-04,er13,4,edge,deletion,adjmat,Erdos Renyi 
2.57E-04,er13,4,edge,deletion,adjmat,Erdos Renyi 
2.71E-04,er13,4,edge,deletion,adjmat,Erdos Renyi 
5.00E-04,er13,4,edge,deletion,adjmat,Erdos Renyi 
7.31E-04,er13,4,edge,deletion,adjmat,Erdos Renyi 
6.08E-04,er14,4,edge,deletion,adjmat,Erdos Renyi 
6.66E-04,er14,4,edge,deletion,adjmat,Erdos Renyi 
3.35E-04,er14,4,edge,deletion,adjmat,Erdos Renyi 
6.51E-04,er14,4,edge,deletion,adjmat,Erdos Renyi 
6.49E-04,er14,4,edge,deletion,adjmat,Erdos Renyi 
